id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
109d5f5c-7838-4bce-92d3-01394596f0e7;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Sulfisoxazole;potentiation;moderate;Reduktion der nötigen Dosis von Thiopental.;Dosisanpassung von Thiopental.;2025-12-07 22:54:29.7852+00
a7d670a9-5d6c-4b0b-bad6-7fd6683eeefd;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Aminophyllin;antagonism;minor;Antagonismus mit Thiopenthal.;Beobachtung der Wirkung.;2025-12-07 22:54:29.820182+00
e7a6fa67-7cef-4990-b365-a74e73904734;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Midazolam;potentiation;major;Synergismus.;Dosisreduktion und engmaschige Überwachung der Sedierung und Atemfunktion.;2025-12-07 22:54:29.890921+00
917d9ee7-5e34-4856-a3d0-3864fb6d21a6;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Probenecid;potentiation;moderate;Verstärkte und verlängerte Wirkung von Thiopental.;Dosisreduktion von Thiopental.;2025-12-07 22:54:29.925485+00
f04c248f-9491-4c1d-9c9c-4cf9bda0d895;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;Arzneimittel deren Bioverfügbarkeit pH-abhängig ist (z.B. Azol-Antimykotika wie Ketoconazol, Itraconazol, Posaconazol, Erlotinib);decreased_efficacy;moderate;Pantoprazol kann die Resorption von Arzneimitteln herabsetzen, deren Bioverfügbarkeit pH-abhängig ist, aufgrund der profunden und langanhaltenden Inhibierung der Magensäureproduktion.;null;2025-12-07 22:54:57.909976+00
73200f89-4c07-48a6-95c8-d5bce15280d9;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;Phenprocoumon, Warfarin (Cumarin-Antikoagulantien);increased_toxicity;moderate;In der post-marketing Phase wurden vereinzelte Fälle von Veränderungen der INR gemeldet (obwohl in Pharmakokinetik-Studien keine Interaktionen beobachtet wurden).;Bei Patienten, die mit Cumarin-Antikoagulantien behandelt werden, Prothrombin-Zeit/INR nach Beginn und Ende einer Therapie mit Pantoprazol oder bei unregelmässigem Gebrauch von Pantoprazol zu überwachen.;2025-12-07 22:54:57.938766+00
5d910336-722b-4eee-a1cb-95f1f4df84a7;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;HIV-Protease Inhibitoren (z.B. Atazanavir, Nelfinavir), deren Resorption von einem niedrigen pH-Wert im Magen abhängt;decreased_efficacy;major;Die gleichzeitige Einnahme von Pantoprazol und diesen HIV-Proteasehemmern wird nicht empfohlen, da dies ihre Bioverfügbarkeit deutlich verringert.;Nicht empfohlen.;2025-12-07 22:54:57.972425+00
190133cd-f7e9-44e7-a7f7-5ca90df1abaa;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;Clarithromycin, Metronidazol und/oder Amoxicillin (im Rahmen einer Kombinationstherapie);null;minor;Es wurden keine klinisch relevanten Wechselwirkungen gefunden.;null;2025-12-07 22:54:58.00756+00
053dfb60-3385-4e42-8b6b-d5a8c5dbfac7;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;Hochdosiertes Methotrexat;increased_toxicity;moderate;Die gleichzeitige Einnahme kann die Serumkonzentration von Methotrexat und/oder seinem Metaboliten erhöhen und verlängern und so möglicherweise zu Toxizität von Methotrexat führen.;null;2025-12-07 22:54:58.038202+00
e386bed5-e276-4e8b-b7f2-0426511d0d1a;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;CYP1A2 Substrate (wie Coffein, Theophyllin), CYP2C9 Substrate (wie Piroxicam, Diclofenac, Naproxen), CYP2D6 Substrate (wie Metoprolol), CYP2E1 Substrate (wie Ethanol), p-Glycoprotein Substrate (wie Digoxin);null;minor;Pantoprazol beeinflusst die Metabolisierung über diese Enzymsysteme nicht oder kaum.;null;2025-12-07 22:54:58.067096+00
cf76d86a-4463-4a83-8327-a4ad529886aa;cc1831f9-cd77-4347-8e81-6c2bb1bf1bbe;Antazida;null;minor;Es besteht keine Wechselwirkung.;null;2025-12-07 22:54:58.100059+00
0511aede-0530-4ff4-ae19-336e54781355;bed0da8e-8cbd-491d-903b-d548dd3cf54b;Andere Augenpräparate;;moderate;Wenn gleichzeitig noch andere Augenpräparate angewendet werden, soll zwischen den Anwendungen der verschiedenen Augenpräparate ein Zeitintervall von mindestens 15 Minuten liegen.;Lacrinorm oder Lacrinorm F UD soll immer als letztes Präparat angewendet werden.;2025-12-07 22:55:18.319021+00
5ceaf1c6-8dd2-4c39-8895-27adf5f1c7bc;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Phenobarbital, Carbamazepin, Isonicotinsäurehydrazid (Isoniazid, INH), Rifampicin;increased_toxicity;moderate;Diese Enzyminduktoren steigern die Hepatotoxizität von Paracetamol.;Vorsicht bei gleichzeitiger Gabe.;2025-12-07 22:55:49.281002+00
37771944-51fa-4695-b08b-f66bcbd1b6ba;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Phenytoin;antagonism;moderate;Verminderte Wirksamkeit von Paracetamol und gesteigertes Risiko einer Hepatotoxizität durch den Anstieg toxischer Paracetamol-Metaboliten.;Patienten, die eine Phenytoin Therapie erhalten, sollten eine übermässige und/oder chronische Einnahme von Paracetamol vermeiden. Patienten sollten auf Hinweise einer Hepatotoxizität überwacht werden.;2025-12-07 22:55:49.31192+00
97c4c0dc-390a-431d-abd0-268d228f0be9;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Alkohol;increased_toxicity;major;Alkohol kann die Hepatotoxizität von Paracetamol steigern, insbesondere bei gleichzeitiger Nahrungskarenz oder Mangelernährung. In solchen Fällen kann bereits eine therapeutische Paracetamoldosis zu Leberschädigung führen.;Alkoholkonsum während der Behandlung wird nicht empfohlen.;2025-12-07 22:55:49.344291+00
899fc0f2-1e78-4a28-b591-96d0f722779c;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Mittel, welche die Magenentleerung verlangsamen (z.B. Propanthelin);decreased_efficacy;minor;Senken die Resorptionsgeschwindigkeit von Paracetamol.;;2025-12-07 22:55:49.372762+00
1a97a2b6-7f1c-438e-8ddd-aa6b5df25360;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Mittel, welche die Magenentleerung beschleunigen (z.B. Metoclopramid);potentiation;minor;Steigern die Resorptionsgeschwindigkeit von Paracetamol.;;2025-12-07 22:55:49.405669+00
6e6b1b9d-757c-430b-97ae-9f39329c7f45;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Chloramphenicol;potentiation;moderate;Die Eliminationshalbwertszeit von Chloramphenicol wird durch Paracetamol um das 5-fache verlängert.;;2025-12-07 22:55:49.441389+00
2ab660f4-46b5-4b4f-a30c-f9aedbda0755;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Chlorzoxazon;increased_toxicity;moderate;Bei gleichzeitiger Gabe von Paracetamol und Chlorzoxazon steigt die Hepatotoxizität beider Substanzen.;;2025-12-07 22:55:49.494265+00
06c61dff-4db5-48ec-874f-7d55a5670a4f;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Salicylamid;potentiation;moderate;Salicylamid verlängert die Eliminationshalbwertszeit von Paracetamol und vermehrt den Anfall lebertoxischer Metabolite.;;2025-12-07 22:55:49.468824+00
188c0d5d-8611-4ce4-aba0-779141cad608;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Flucloxacillin;increased_toxicity;major;Die gleichzeitige Anwendung mit Flucloxacillin wurde mit einer metabolischen Azidose mit vergrösserter Anionenlücke aufgrund einer Pyroglutaminsäure-(5-Oxoprolin-)Azidose in Zusammenhang gebracht, insbesondere bei Patienten mit Risikofaktoren (siehe «Warnhinweise und Vorsichtsmassnahmen»).;Vorsicht ist geboten. Wenn Flucloxacillin nach Absetzen von Paracetamol weiter angewendet wird, ist es ratsam sicherzustellen, dass keine Zeichen einer metabolischen Azidose mit vergrösserter Anionenlücke vorliegen.;2025-12-07 22:55:49.648275+00
b3e1c441-80cc-4770-9d36-e1d77bd17cfd;b752ab28-8fff-4a18-8af9-f37572227098;Fluoxetin;;minor;Aucune interaction cliniquement significative ni pharmacocinétique ni pharmacodynamique n'a été observée.;;2025-12-07 22:56:14.787608+00
a0f9a4b6-e5f8-48dd-89ad-cd39c3154f31;b752ab28-8fff-4a18-8af9-f37572227098;Fluvoxamin et Ciprofloxacin;potentiation;moderate;Peuvent augmenter le taux sanguin de Zolpidem.;L'administration concomitante avec le Zolpidem est déconseillée.;2025-12-07 22:56:14.98184+00
90f36b36-3e26-4a1b-8ece-c95a4a15c4fe;455e4a3b-9809-416c-8ab6-de1586757408;Riociguat;potentiation;contraindicated;Der Einsatz von ISDN (Isosorbiddinitrat) mit Riociguat, einem Stimulator der löslichen Guanylatzyklase, ist kontraindizier, da sich die blutdrucksenkende Wirkung der Medikamente gegenseitig verstärken kann.;Kontraindiziert.;2025-12-07 22:56:46.158654+00
d7def519-b34e-4048-a54f-4f537bbc7fbd;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Zidovudin;potentiation;moderate;Durch die gleichzeitige Anwendung von Zidovudin und Paracetamol wird die Neigung zu einer Neutropenie verstärkt.;;2025-12-07 22:55:49.520361+00
5c07885e-54db-4889-943b-d643a651c7a4;b752ab28-8fff-4a18-8af9-f37572227098;Alcool;potentiation;major;Risque d'une sédation renforcée par l'alcool.;La prise simultanée d'alcool est déconseillée.;2025-12-07 22:56:14.731977+00
7bc1e93c-3e29-45ea-9493-444c05e848d8;b752ab28-8fff-4a18-8af9-f37572227098;Itraconazol (inhibiteurs du CYP450 3A);potentiation;minor;Augmentation de l'AUC de 35% sans conséquences cliniques observées.;Un ajustement de la dose de Zolpidem n'est pas nécessaire.;2025-12-07 22:56:14.921197+00
6a9b9ec7-bb4d-4a15-99a1-5327880baf02;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Probenecid;potentiation;moderate;Probenecid hemmt die Konjugation von Paracetamol mit Glucuronsäure und führt dadurch zu einer etwa um die Hälfte reduzierten Paracetamol-Clearance.;Bei gleichzeitiger Einnahme sollte die Paracetamoldosis verringert werden.;2025-12-07 22:55:49.548727+00
e9bddc98-4229-45e9-860f-029a36c4ae96;b752ab28-8fff-4a18-8af9-f37572227098;Opioiden;increased_toxicity;major;L'utilisation concomitante de Benzodiazepinen, y compris le Zolpidem, et d'Opioiden augmente, en raison des effets dépresseurs supplémentaires sur le système nerveux central, le risque de sédation, de dépression respiratoire, de coma et de décès.;Limiter la dose et la durée du traitement chez les patients recevant simultanément des benzodiazépines et des opioïdes.;2025-12-07 22:56:14.847819+00
a5cb792f-f232-4720-9e20-664dd3131c62;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Cholestyramin;decreased_efficacy;minor;Cholestyramin verringert die Aufnahme von Paracetamol.;;2025-12-07 22:55:49.594887+00
1c437f3d-cbeb-4462-bec3-fbbcc07b8edf;b752ab28-8fff-4a18-8af9-f37572227098;Antipsychotika (Neuroleptika), Hypnotika, Anxiolytika/Sedativa, Antidepressiva, Morphinabkömmlinge (Analgetika und Antitussiva), narkotische Analgetika, Antiepileptika, Anästhetika und sedierende H1-Antihistaminika;potentiation;moderate;L'inhibition du système nerveux central peut être renforcée en cas de combinaison avec ces substances. La co-administration de Zolpidem avec ces substances peut augmenter la somnolence et la diminution des capacités psychomotrices, y compris la capacité de conduire.;;2025-12-07 22:56:14.759635+00
bc8b12dc-9705-4117-ac60-2d9be0875f7a;b752ab28-8fff-4a18-8af9-f37572227098;Ketokonazol;potentiation;moderate;Une augmentation de l'AUC de 1,83 a été observée, pouvant entraîner un renforcement de l'effet sédatif.;Un ajustement de la dose de Zolpidem n'est pas considéré comme nécessaire, mais une vigilance est de mise.;2025-12-07 22:56:14.949091+00
87d4e486-48b4-406f-a999-c36c7a39841a;455e4a3b-9809-416c-8ab6-de1586757408;Phosphodiesterasehemmer (Sildenafil, Tadalafil, Vardenafil);potentiation;contraindicated;Die blutdrucksenkende Wirkung von akut und chronisch applizierten Nitraten und anderen NO-Donatoren wird verstärkt durch Phosphodiesterase-Inhibitoren, welche bei erektiler Dysfunktion angewendet werden. Dies kann zu lebensbedrohlichen kardiovaskulären Komplikationen führen.;Die gleichzeitige Anwendung ist kontraindiziert. Patienten unter einer Erhaltungstherapie mit ISDN müssen darüber informiert werden, dass sie keine Produkte anwenden dürfen, die Phosphodiesterasehemmer enthalten. Die Behandlung mit ISDN darf nicht unterbrochen werden, um Präparate auf Basis von Phosphodiesterasehemmern einzunehmen, weil sich dabei das Risiko für einen Angina pectoris-Anfall erhöhen kann. Eine Akutbehandlung mit ISDN darf nicht bei Patienten erfolgen, die Phosphodiesterasehemmer (Sildenafil, Vardenafil) in den letzten 24 Stunden oder 48 Stunden (im Fall von Tadalafil) eingenommen haben.;2025-12-07 22:56:46.128477+00
b4ec0a60-04cb-4ebc-8a60-cac25d71648f;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Warfarin und andere Kumarine (Antikoagulantien);potentiation;major;Der antikoagulierende Effekt kann bei langfristiger, täglicher Einnahme von Paracetamol verstärkt auftreten und damit das Risiko von Blutungen erhöhen. Gelegentliche Einnahmen haben keinen signifikanten Effekt.;Der INR-Wert sollte während der gleichzeitigen Einnahme, wie auch 1 Woche nach Beendigung der Paracetamol-Therapie, vermehrt überwacht werden.;2025-12-07 22:55:49.621681+00
dbd7340f-0a4d-481a-8715-4a6e06cd6d32;b752ab28-8fff-4a18-8af9-f37572227098;Sertralin;potentiation;moderate;La concentration maximale de Zolpidem est significativement augmentée et le Tmax est réduit. Ces changements pourraient théoriquement accélérer l'effet hypnotique du Zolpidem.;;2025-12-07 22:56:14.817881+00
f740cec0-fe81-4ab2-a1f7-97b2034b76ad;b752ab28-8fff-4a18-8af9-f37572227098;Warfarin, Digoxin, Ranitidine ou Cimetidin;;minor;Aucune interaction pharmacocinétique significative n'a été observée.;;2025-12-07 22:56:15.013259+00
92477249-db7e-4989-9530-39c7c0b2ba73;b6c8cb01-b72d-4c30-8878-f6183427c9f3;Phosphowolframsäure (für Harnsäuretest);interference_with_test;minor;Paracetamol kann die Bestimmung der Harnsäure im Blut mit der Phosphowolframsäure-Methode beeinträchtigen.;;2025-12-07 22:55:49.67544+00
f68fecea-f2de-49bb-bca8-993dd67e9d7e;b752ab28-8fff-4a18-8af9-f37572227098;Inducteurs du CYP450 3A4 (ex: Rifampicin, Johanniskraut);decreased_efficacy;moderate;L'effet pharmacodynamique du Zolpidem est diminué. Le millepertuis peut abaisser le taux sanguin de Zolpidem (diminution des valeurs moyennes de Cmax de 33,7 % et des valeurs d'AUC de 30 %).;L'administration concomitante de millepertuis est déconseillée.;2025-12-07 22:56:14.877703+00
6703bbc6-48d2-4d20-919e-8b8ce7394d13;455e4a3b-9809-416c-8ab6-de1586757408;andere Arzneimittel mit blutdrucksenkenden Eigenschaften (Beta-Rezeptorenblocker, Diuretika, Vasodilatatoren, ACE-Hemmer, Monoaminooxidase-Hemmer, Kalziumantagonisten, Neuroleptika, trizyklische Antidepressiva), Alkohol;potentiation;moderate;Die gleichzeitige Einnahme kann die blutdrucksenkende Wirkung von Isoket verstärken.;Bei übermässiger blutdrucksenkender Wirkung muss die Dosis eines oder beider Medikamente angepasst werden. Während der Behandlung mit Isosorbiddinitrat sollte der Genuss von Alkohol vermieden werden, da Alkohol den gefäßerweiternden Effekt und die blutdrucksenkende Wirkung von Isosorbiddinitrat verstärken kann.;2025-12-07 22:56:46.095197+00
dbec8f83-1ae0-4424-9924-e61d9cc8eb1c;455e4a3b-9809-416c-8ab6-de1586757408;Dihydroergotamin;potentiation;moderate;Berichten zufolge kann ISDN (Isosorbiddinitrat) bei gleichzeitiger Verabreichung die Blutkonzentrationen von Dihydroergotamin erhöhen und damit auch dessen Wirkung verstärken.;;2025-12-07 22:56:46.193055+00
297a9b07-911d-4488-b86a-9e1ff7c3050c;455e4a3b-9809-416c-8ab6-de1586757408;Sapropterine (Tetrahydrobiopterine, BH4);potentiation;moderate;Sapropterine ist ein Co-Faktor der NO-Synthetase. Vorsicht wird empfohlen bei gleichzeitiger Anwendung von Sapropterine mit allen Arzneimitteln, einschliesslich solcher, die topisch angewendet werden, die eine Vasodilatation durch Beeinflussung des Stickstoffmonoxid (NO)-Abbaus oder seiner Wirkung hervorrufen, einschliesslich klassischer NO-Donatoren (z.B. Glycerintrinitrat, Isosorbiddinitrat (ISDN), Isosorbidmononitrat und anderen).;Vorsicht geboten.;2025-12-07 22:56:46.225368+00
fb18b1f1-d33d-466f-b478-09e8137cc57a;c7960e29-bfee-4dd5-a27c-b269181d98d8;Substrats de BCRP, OATP1B1 et OATP1B3 (ex: Méthotrexate, Sulfasalazine, Fluvastatine, Atorvastatine, Rosuvastatine);increased_toxicity;moderate;NUBEQA est un inhibiteur de BCRP, OATP1B1 et OATP1B3, ce qui peut augmenter les concentrations plasmatiques de ces substrats.;Suivre les recommandations de la notice de ces substrats lors d'une co-administration avec NUBEQA.;2025-12-07 22:57:52.97668+00
c2a74306-3ddb-40a1-afba-6e304bddad8a;c7960e29-bfee-4dd5-a27c-b269181d98d8;Docetaxel;;minor;L'administration de Darolutamide en combinaison avec Docetaxel n'a pas entraîné de changements cliniquement pertinents dans la pharmacocinétique du Docetaxel.;Se référer aux informations de la notice du Docetaxel pour les interactions spécifiques.;2025-12-07 22:57:53.01715+00
30b88066-82d4-419e-a68c-302c4ddb8ff5;c7960e29-bfee-4dd5-a27c-b269181d98d8;Substrats de la P-glycoprotéine (P-gp);;minor;Aucune augmentation de l'exposition au Dabigatranetexilate (substrat sensible à la P-gp) n'a été observée lors de l'administration concomitante de Darolutamide.;NUBEQA peut être administré avec des substrats de la P-gp sans interactions médicamenteuses cliniquement pertinentes.;2025-12-07 22:57:53.04754+00
caf4e499-665b-4181-9eaf-e00c3b159831;c7960e29-bfee-4dd5-a27c-b269181d98d8;Substrats du CYP (ex: Warfarine, L Thyroxine, Oméprazole);;minor;Darolutamide est un faible inducteur du CYP3A4. Aucun effet inhibiteur cliniquement pertinent sur le métabolisme de substrats CYP sélectionnés n'a été observé in vitro.;NUBEQA peut être administré avec des substrats du CYP sans interactions médicamenteuses cliniquement pertinentes.;2025-12-07 22:57:53.077152+00
2a3d69a1-2be8-4966-b0a2-c5b9e4cee6e2;c7960e29-bfee-4dd5-a27c-b269181d98d8;Inducteurs puissants du CYP3A4 et de la P-gp (ex: Carbamazépine, Phénobarbital, Millepertuis, Rifampicine);decreased_efficacy;major;La co-administration de Rifampicine (inducteur puissant) a entraîné une diminution significative de l'exposition au Darolutamide (AUC et Cmax).;Il convient d'éviter l'utilisation d'inducteurs puissants du CYP3A4 et de la P-gp pendant le traitement par NUBEQA. Envisager une médication concomitante sans ou avec un faible potentiel d'induction du CYP3A4 ou de la P-gp.;2025-12-07 22:57:53.11048+00
330be3b7-352e-470a-b684-cdc13da346ad;c7960e29-bfee-4dd5-a27c-b269181d98d8;Inhibiteurs du CYP3A4, de la P-gp et de BCRP (ex: Itraconazole);increased_toxicity;moderate;La co-administration d'Itraconazole (inhibiteur puissant) a entraîné une augmentation modérée de l'exposition au Darolutamide (AUC et Cmax).;"Les patients doivent être surveillés plus fréquemment pour les effets secondaires; la posologie de NUBEQA doit être ajustée si nécessaire.";2025-12-07 22:57:53.140272+00
e740b033-1da9-4bdf-958d-c5318bbe2fd3;c7960e29-bfee-4dd5-a27c-b269181d98d8;Médicaments prolongeant l'intervalle QT (ex: quinidine, disopyramide, amiodarone, sotalol, dofétilide, ibutilide, méthadone, moxifloxacine, antipsychotiques comme l'halopéridol);increased_toxicity;moderate;La thérapie de privation androgénique peut prolonger l'intervalle QT.;La co-administration de médicaments connus pour prolonger l'intervalle QT doit être soigneusement évaluée. Une surveillance ECG est souhaitable.;2025-12-07 22:57:53.170336+00
bb59ac93-812f-4737-a143-6be127739de4;455e4a3b-9809-416c-8ab6-de1586757408;Autres médicaments avec propriétés hypotensives (Beta-Bloquants, Diurétiques, Vasodilatateurs, Inhibiteurs de l'ECA, Inhibiteurs de la monoamine oxydase, Antagonistes calciques);potentiation;moderate;L'administration concomitante peut renforcer l'effet hypotenseur d'Isoket. Si l'effet hypotenseur est excessif, la dose de l'un ou des deux médicaments doit être ajustée.;Ajustement de la dose si nécessaire;2025-12-07 22:58:28.301208+00
